index,title,year,image,image_link,state,category,decade
1,"Teapot Dome gas station, Zillah, Washington",1987.0,00001v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00001v.jpg,WA,Gas Station,1980
2,"Harold's Auto Center, horizontal view, Sinclair gas station, Route 19, Spring Hill, Florida",1979.0,00002v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00002v.jpg,FL,Gas Station,1970
4,"Bomber gas station, diagonal view, Route 99 E., Milwaukie, Oregon",1980.0,00004v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00004v.jpg,OR,Gas Station,1980
5,"Hat n' Boots gas station, overall view, Route 99, Seattle, Washington.",1980.0,00005v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00005v.jpg,WA,Gas Station,1980
6,"Hat n' Boots gas station (1945), boot restrooms with hat behind them view, 6800 [East] Marginal Way [South], Route 99, Seattle, Washington",1977.0,00006v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00006v.jpg,WA,Gas Station,1970
7,"World's Largest Redwood Tree Service Station (1936), angle, Route 101, Ukiah, California",1991.0,00007v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00007v.jpg,CA,Gas Station,1990
8,"Shell gas station (restoration), Winston-Salem, North Carolina",2001.0,00008v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00008v.jpg,NC,Gas Station,2000
9,"Teepee gas station, Route 40, Lawrence, Kansas",1980.0,00009v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00009v.jpg,KS,Gas Station,1980
10,"Pagoda gas station, Harley Sprague, Milwaukee, Wisconsin",1977.0,00010v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00010v.jpg,WI,Gas Station,1970
11,"Co-Op gas station, Cimarron, Kansas",1979.0,00011v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00011v.jpg,KS,Gas Station,1970
12,"Sears gas station, overall view, N. James Street, Rome, New York",1983.0,00012v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00012v.jpg,NY,Gas Station,1980
13,"Union 76 gas station, 4th & Stone, Tucson, Arizona",1979.0,00013v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00013v.jpg,AZ,Gas Station,1970
14,"March Mobil Gas, overall view, Mount Clemens, Michigan",1986.0,00014v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00014v.jpg,MI,Gas Station,1980
15,"N.J. Brown Gulf gas station, Route 17, Kingsland, Georgia",1979.0,00015v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00015v.jpg,GA,Gas Station,1970
16,"Field Brothers Service Station, horizontal view, 300 W. Paul, Pauls Valley, Oklahoma",1982.0,00016v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00016v.jpg,OK,Gas Station,1980
17,"Arco gas station, overall view, Route 10, Deposit, New York",1976.0,00017v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00017v.jpg,NY,Gas Station,1970
18,"Arco gas station, closer view, Route 10, Deposit, New York",1976.0,00018v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00018v.jpg,NY,Gas Station,1970
19,"Shell gas station, 10th Avenue & 20th Street, New York City, New York",1977.0,00019v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00019v.jpg,NY,Gas Station,1970
20,"Rube & Sons Shell gas station, front view, Route 9, Poughkeepsie, New York",1976.0,00020v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00020v.jpg,NY,Gas Station,1970
21,"Rube & Sons Shell gas station, front view, Route 9, Kingston, New York",1976.0,00021v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00021v.jpg,NY,Gas Station,1970
22,"Gordon Spencer gas station, 4691 Huntington Drive, South Pasadena, California",1977.0,00022v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00022v.jpg,CA,Gas Station,1970
23,"Leahy's Citgo gas station, horizontal view, Danbury, Connecticut",1978.0,00023v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00023v.jpg,CT,Gas Station,1970
24,"Phillips 66 gas station, Turkey, Texas",1977.0,00024v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00024v.jpg,TX,Gas Station,1970
25,"Pure gas station (Nichols Photo Studio), Calhoun Avenue, Greenwood, South Carolina",1982.0,00025v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00025v.jpg,SC,Gas Station,1980
26,"Beacon (Mobil) gas station, overall view, 2116 S. 10th Avenue, Milwaukee, Wisconsin",1977.0,00026v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00026v.jpg,WI,Gas Station,1970
27,"Old gas station, angle 1, Route 175, Odebolt, Iowa",1987.0,00027v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00027v.jpg,IA,Gas Station,1980
28,"Gas station, (Bob's Pig Shop), horizontal view, Route 77, Pauls Valley, Oklahoma",1982.0,00028v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00028v.jpg,OK,Gas Station,1980
29,"Gas station, (Bob's Pig Shop), vertical view, Route 77, Pauls Valley, Oklahoma",1982.0,00029v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00029v.jpg,OK,Gas Station,1980
30,"Stone gas station, diagonal view, Route 93, Liberty, South Carolina",1979.0,00030v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00030v.jpg,SC,Gas Station,1970
31,"Stone gas station, side view, Route 93, Liberty, South Carolina",1979.0,00031v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00031v.jpg,SC,Gas Station,1970
32,"Citgo gas station, overall view, Route 2, Superior, Wisconsin",2003.0,00032v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00032v.jpg,WI,Gas Station,2000
33,"Dinneen Standard station, 16th Street, Cheyenne, Wyoming",1980.0,00033v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00033v.jpg,WY,Gas Station,1980
34,"Conoco gas station, Main Street, Arlington, Kansas",1979.0,00034v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00034v.jpg,KS,Gas Station,1970
35,"Gas station (1926), angle II, Main & Market, Glen Elder, Kansas",1993.0,00035v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00035v.jpg,KS,Gas Station,1990
36,"Star Chevron gas station, Bank Street, New London, Connecticut",1984.0,00036v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00036v.jpg,CT,Gas Station,1980
37,"Mattoon Service Station (pre-fabricated), angle view, National & Washington Boulevards, Culver City, California",1977.0,00037v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00037v.jpg,CA,Gas Station,1970
38,"Richfield Gas, Route 66, Cucamonga, California",1978.0,00038v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00038v.jpg,CA,Gas Station,1970
39,"Fina gas station, angle view, Route 17, Kingsland, Georgia",1979.0,00039v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00039v.jpg,GA,Gas Station,1970
40,"Skip's Skelly Service, straight-on view, S. 38th Street, Omaha, Nebraska",1980.0,00040v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00040v.jpg,NE,Other,1980
41,"Old gas station (Tower-Lite Restaurant and Tavern), St. Joseph Avenue, Evansville, Indiana",1988.0,00041v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00041v.jpg,IN,Gas Station,1980
42,"Welcome Travelers gas station, straight-on view, New Laredo Highway, San Antonio, Texas",1982.0,00042v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00042v.jpg,TX,Gas Station,1980
43,"Ray Rogers Mobil gas station (1933), straight-on view, Broadway, San Antonio, Texas",1982.0,00043v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00043v.jpg,TX,Gas Station,1980
44,"Gas station wreck, Route 80, Simsboro, Louisiana",1982.0,00044v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00044v.jpg,LA,Gas Station,1980
45,"FC. Harbor gas station wreck, Route 8, Tremont, Mississippi",1980.0,00045v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00045v.jpg,MS,Gas Station,1980
46,"Gas station at Apache Canyon Trading Post, Routes 62 & 180, Whites City, New Mexico",1993.0,00046v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00046v.jpg,NM,Gas Station,1990
47,"Milk Depot gas station, horizontal view, 900 South & 140 East, Salt Lake City, Utah",1981.0,00047v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00047v.jpg,UT,Gas Station,1980
48,"Milk Depot gas station, vertical view, 900 South & 140 East, Salt Lake City, Utah",1981.0,00048v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00048v.jpg,UT,Gas Station,1980
49,"Old gas station, 2nd & Vance, Memphis, Tennessee",1979.0,00049v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00049v.jpg,TN,Gas Station,1970
50,"Old gas station, McEwen, Tennessee",1979.0,00050v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00050v.jpg,TN,Gas Station,1970
51,"Gas station, Chester's Auto Repair, Route 70, Forrest City, Arkansas",1979.0,00051v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00051v.jpg,AR,Gas Station,1970
52,"Golden Eagle gas pumps, 8th & Market Streets, San Diego, California",1977.0,00052v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00052v.jpg,CA,Gas Station,1970
53,"Far-Go gas pumps, Main Street, Barstow, California",1979.0,00053v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00053v.jpg,CA,Gas Station,1970
54,"Texaco gas pumps, Milford, Illinois",1977.0,00054v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00054v.jpg,IL,Gas Station,1970
55,"Flying red horse Mobil sign, Route 60B, Mountain Grove, Missouri",1979.0,00055v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00055v.jpg,MO,Gas Station,1970
56,"Colonial Gas sign-billboard, Route 40, St. Marys, Georgia",1979.0,00056v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00056v.jpg,GA,Gas Station,1970
57,"Shell Gas sign and general store, Olivebridge, New York",1976.0,00057v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00057v.jpg,NY,Gas Station,1970
58,"Stinker Cut-Rate Gas sign, Boise, Idaho",1980.0,00058v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00058v.jpg,ID,Gas Station,1980
59,"Erie Foreign Car Parts multi-statue sign, angle 1, Mohawk Street, Whitesboro, New York",1987.0,00059v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00059v.jpg,NY,Sign/Billboard,1980
60,"Stan The Tire Man statue, angle shot, Broadway, Mount Vernon, Illinois",1988.0,00060v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00060v.jpg,IL,Statue/Sculpture,1980
61,"Spray foam trucks prospector statue and sign, overall view, Frontage Road, I-5, Albany, Oregon",1987.0,00061v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00061v.jpg,OR,Sign/Billboard,1980
62,"Spray foam trucks prospector statue and sign, entire statue detail, Frontage Road, I-5, Albany, Oregon",1987.0,00062v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00062v.jpg,OR,Sign/Billboard,1980
63,"Earl Schieb Auto Painting sign, upper detail, Olympic Boulevard, Beverly Hills, California",1991.0,00063v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00063v.jpg,CA,Auto Service,1990
64,"Blue Bird Truck Stop sign, Pryor Street, Atlanta, Georgia",1984.0,00064v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00064v.jpg,GA,Sign/Billboard,1980
65,"More Skinny Used Car sign, Santa Fe Avenue, Pueblo, Colorado",1991.0,00065v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00065v.jpg,CO,Lodging,1990
66,"Dependable Used Cars sign, Division Street, Grand Rapids, Michigan",1982.0,00066v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00066v.jpg,MI,Sign/Billboard,1980
67,"St. Joseph Auto and Furniture Fabric slip cover sign, Saint Joseph, Missouri",1988.0,00067v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00067v.jpg,MO,Auto Service,1980
68,"Compton Car Wash, Rosecrans Avenue, Compton, California",1981.0,00068v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00068v.jpg,CA,Auto Service,1980
69,"Delta Queen Car Wash, side view, Hamilton Avenue near Bascom, Campbell, California",1977.0,00069v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00069v.jpg,CA,Auto Service,1970
70,"Delta Queen Car Wash, front view, Hamilton Avenue near Bascom, Campbell, California",1991.0,00070v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00070v.jpg,CA,Auto Service,1990
71,"Hillborn Top Shop formerly Gates Tires, tower view, Washington Place 7 Grandview, Mar Vista, California",1977.0,00071v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00071v.jpg,CA,Other,1970
72,"Ford Dealership, horizontal view overall, 1300 Main Street, Klamath Falls, Oregon",2003.0,00072v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00072v.jpg,OR,Auto Service,2000
73,"Ford Dealership, vertical view 1, 1300 Main Street, Klamath Falls, Oregon",2003.0,00073v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00073v.jpg,OR,Auto Service,2000
74,"The Whale Car Wash, N. 50th & Meridian, Oklahoma City, Oklahoma",1979.0,00074v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00074v.jpg,OK,Auto Service,1970
75,"Poverty Motors, Jefferson Avenue, Peoria, Illinois",1980.0,00075v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00075v.jpg,IL,Other,1980
76,"Jones Motor Company, straight-on view, Broadway, Green Bay, Wisconsin",1992.0,00076v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00076v.jpg,WI,Other,1990
77,"Jones Motor Company, angle II, Broadway, Green Bay, Wisconsin",1992.0,00077v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00077v.jpg,WI,Other,1990
78,"Studebaker Showroom, three-quarter overall view, Route 40, West Atlantic City, New Jersey",1979.0,00078v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00078v.jpg,NJ,Other,1970
79,"Studebaker Showroom, Studebaker logo view, Route 40, West Atlantic City, New Jersey",1979.0,00079v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00079v.jpg,NJ,Other,1970
80,"Weld County Garage (and gas station), Routes 85 & 34, Greeley, Colorado",1980.0,00080v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00080v.jpg,CO,Gas Station,1980
81,"The Donut Hole, straight-on view, no cars, Amar Road, La Puente, California",1991.0,00081v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00081v.jpg,CA,Other,1990
82,"The Donut Hole, angle view, Amar Road, La Puente, California",1991.0,00082v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00082v.jpg,CA,Other,1990
83,"Bob's Java Jive, Route 99, Tacoma, Washington",1979.0,00083v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00083v.jpg,WA,Other,1970
84,"Hoot Owl Cafe, horizontal view, 8711 Long Beach Boulevard, Southgate, Los Angeles, California",1977.0,00084v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00084v.jpg,CA,Restaurant,1970
85,"Hoot Owl Cafe, side view, 8711 Long Beach Boulevard, Southgate, Los Angeles, California",1977.0,00085v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00085v.jpg,CA,Restaurant,1970
86,"Big Fish Supper Club, horizontal view 1, Route 2, Bena, Minnesota",1980.0,00086v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00086v.jpg,MN,Restaurant,1980
87,"Fish Inn, side view, Old Route 10, Coeur d'Alene, Idaho",1987.0,00087v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00087v.jpg,ID,Lodging,1980
88,"Fish Inn, diagonal view from mouth, Old Route 10, Coeur d'Alene, Idaho",1987.0,00088v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00088v.jpg,ID,Lodging,1980
89,"Orange Julep, Route 9, Plattsburgh, New York",1978.0,00089v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00089v.jpg,NY,Other,1970
90,"Leaning Tower of Pizza, Quincy, Massachusetts",1984.0,00090v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00090v.jpg,MA,Other,1980
91,"Tower of Pizza, vertical view, Route 22, Green Brook, New Jersey",1978.0,00091v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00091v.jpg,NJ,Other,1970
92,"Mammy's Cupboard, angle view, Route 61, Natchez, Mississippi",1979.0,00092v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00092v.jpg,MS,Other,1970
93,"Mammy's Cupboard, side view, Route 61, Natchez, Mississippi",1979.0,00093v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00093v.jpg,MS,Other,1970
94,"Coney Island Dairyland, Route 285, Aspen Park, Colorado",1980.0,00094v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00094v.jpg,CO,Other,1980
95,"Coney Island Dairyland, end detail, Route 285, Aspen Park, Colorado",1980.0,00095v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00095v.jpg,CO,Other,1980
96,"The Milk Can, vertical view, Route 146, Lincoln, Rhode Island",1978.0,00096v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00096v.jpg,RI,Other,1970
97,"The Mad Greek (formerly Sam's Roast Beef), 6th Street, Corona, California",1977.0,00097v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00097v.jpg,CA,Other,1970
98,"The Barrel, 6th Avenue, Devils Lake, North Dakota",1980.0,00098v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00098v.jpg,ND,Entertainment,1980
99,"Mickey's Diner (1937-39), 36 W. 9th Street, St. Paul, Minnesota",1984.0,00099v.jpg,https://cdn.loc.gov/service/pnp/mrg/00000/00099v.jpg,MN,Restaurant,1980
100,"Diner (American and Korean food), Route 27, Columbus, Georgia",1982.0,00100v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00100v.jpg,GA,Restaurant,1980
101,"Miss Bellows Falls Diner, side view, Bellows Falls, Vermont",1978.0,00102v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00102v.jpg,VT,Restaurant,1970
102,"Stork Cafe, 3rd Street, Route 66, Winslow, Arizona",1979.0,00103v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00103v.jpg,AZ,Restaurant,1970
103,"Highway Diner, Route 66, Winslow, Arizona",2003.0,00104v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00104v.jpg,AZ,Restaurant,2000
104,"Diner, Pleasant Street, Fall River, Massachusetts",1984.0,00105v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00105v.jpg,MA,Restaurant,1980
105,"Wellsboro Diner, by dusk, Route 6, Wellsboro, Pennsylvania",1977.0,00106v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00106v.jpg,PA,Restaurant,1970
106,"Wellsboro Diner at day with neon, Route 6, Wellsboro, Pennsylvania",1980.0,00107v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00107v.jpg,PA,Restaurant,1980
107,"Scotty's Diner (1942), side view, Route 30, Wilkinsburg, Pennsylvania",1989.0,00108v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00108v.jpg,PA,Restaurant,1980
108,"Modern Diner, diagonal front detail, Dexter Avenue, Pawtucket, Rhode Island",1978.0,00109v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00109v.jpg,RI,Restaurant,1970
109,"The Lunch Box, Cimarron Avenue, Colorado Springs, Colorado",1980.0,00110v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00110v.jpg,CO,Other,1980
110,"Royal Diner, side view, Route 28, north of Kingston, New York",1976.0,00111v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00111v.jpg,NY,Restaurant,1970
111,"Central Diner, Bank Street, Poughkeepsie, New York",1976.0,00112v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00112v.jpg,NY,Restaurant,1970
112,"Elm Diner, Route 32, Kingston, New York",1976.0,00113v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00113v.jpg,NY,Restaurant,1970
113,"K & J Dairy, 11600 Livernois, Detroit, Michigan",1986.0,00114v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00114v.jpg,MI,Other,1980
114,"Gary's ice cream, N. Main Street, Jacksonville, Florida",1979.0,00115v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00115v.jpg,FL,Other,1970
115,"Walt's Dairy Bar, Route 10, Saint Regis, Montana",1987.0,00116v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00116v.jpg,MT,Entertainment,1980
116,"Daisy Queen ice cream, N. Main Street, Greenville, South Carolina",1979.0,00117v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00117v.jpg,SC,Other,1970
117,"Wheeler's Coney Island, drive-in, Route 10, Deposit, New York",1987.0,00118v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00118v.jpg,NY,Restaurant,1980
118,"Puddy's Pasties, Route 2, Iron Mountain, Michigan",1988.0,00119v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00119v.jpg,MI,Other,1980
119,"Powers Hamburgers (1933), front view, Harrison Street, Fort Wayne, Indiana",1993.0,00120v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00120v.jpg,IN,Other,1990
120,"Powers Hamburgers (1933), diagonal view, Harrison Street, Fort Wayne, Indiana",1993.0,00121v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00121v.jpg,IN,Other,1990
121,"Jenkins' Quality Barbecue, Main Street, Jacksonville, Florida",1979.0,00122v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00122v.jpg,FL,Entertainment,1970
122,"Bang's Drive-In, Route 34, Chariton, Iowa",1980.0,00123v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00123v.jpg,IA,Restaurant,1980
123,"Orange Bowl Restaurant, 1037 Broadway, Columbus, Georgia",1982.0,00124v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00124v.jpg,GA,Restaurant,1980
124,"Town Talk Diner, Lake Street, Minneapolis, Minnesota",1984.0,00125v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00125v.jpg,MN,Restaurant,1980
125,"Howard Johnson's Restaurant, Route 7, Burlington, Vermont",1984.0,00126v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00126v.jpg,VT,Restaurant,1980
126,"The Round House Hot Dog Stand (1924), Whitesboro Street, Utica, New York",1987.0,00127v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00127v.jpg,NY,Other,1980
127,"Five Star Snack Bar, Route 11, Mount Crawford, Virginia",1982.0,00128v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00128v.jpg,VA,Entertainment,1980
128,"White Castle, Reading Road, Cincinnati, Ohio",1980.0,00129v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00129v.jpg,OH,Lodging,1980
129,"Leon's Drive-In, S. 27th & Oklahoma, Milwaukee, Wisconsin",1977.0,00130v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00130v.jpg,OK,Restaurant,1970
130,"Catfish Cover Restaurant, Route 92, El Dorado, Arkansas",1979.0,00131v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00131v.jpg,AR,Restaurant,1970
131,"Sonic Drive-In Restaurant, Central Valley, Route 66, Albuquerque, New Mexico",2003.0,00133v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00133v.jpg,NM,Restaurant,2000
132,"Wiener Schnitzel Restaurant, Las Cruces, New Mexico",2003.0,00134v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00134v.jpg,NM,Restaurant,2000
133,"Kentucky Fried Chicken, Route 93, Boulder City, Nevada",2003.0,00135v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00135v.jpg,KY,Other,2000
134,"McDonald's, Route 11, Birmingham, Alabama",1980.0,00136v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00136v.jpg,AL,Other,1980
135,"McDonald's, Foothill Boulevard, Azusa, California",1979.0,00137v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00137v.jpg,CA,Other,1970
136,"Wooden Shoe Cafe, Routes 22 & 3, Norwood, Ohio",1980.0,00138v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00138v.jpg,OH,Restaurant,1980
137,"Re Ball Cafe, front view, 4th Street, Albuquerque, New Mexico",1979.0,00139v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00139v.jpg,NM,Restaurant,1970
138,"The Cavalier (""where special people congregate""), 114 Fifth Avenue, La Crosse, Wisconsin",2003.0,00140v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00140v.jpg,WI,Other,2000
139,"Kristine's Restaurant, straight-on view, Route 1, Lake Worth, Florida",1990.0,00141v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00141v.jpg,FL,Restaurant,1990
140,"Kristine's Restaurant, vertical corner detail, Route 1, Lake Worth, Florida",1990.0,00142v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00142v.jpg,FL,Restaurant,1990
141,"Belmont Restaurant, 30 Church Avenue Southeast, Roanoke, Virginia",1982.0,00143v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00143v.jpg,VA,Restaurant,1980
142,"Tower Restaurant, angle 1, University Avenue and Reno Drive, San Diego, California",1979.0,00144v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00144v.jpg,CA,Restaurant,1970
143,"Tower Restaurant, angle 2, University Avenue and Rene Drive, San Diego, California",1979.0,00145v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00145v.jpg,CA,Restaurant,1970
144,"Stuart's Restaurant and Cocktail Lounge, overall, straight-on view, Route 12, Worcester, Massachusetts",1984.0,00146v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00146v.jpg,MA,Restaurant,1980
145,"Stuart's Restaurant, angle detail, Route 12, Worcester, Massachusetts",1984.0,00147v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00147v.jpg,MA,Restaurant,1980
146,"Rolando Woods Inn, overall diagonal view, Route 16, Blue Ridge Summit, Pennsylvania",1982.0,00148v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00148v.jpg,PA,Lodging,1980
147,"Sammy's Seafood House, Route 90, Lake Charles, Louisiana",1979.0,00149v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00149v.jpg,LA,Other,1970
148,"Roussel's Restaurant, Route 61, La Place, Louisiana",1979.0,00150v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00150v.jpg,LA,Restaurant,1970
149,"Half Way Inn, Route 95, New Meadows, Idaho",1980.0,00151v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00151v.jpg,ID,Lodging,1980
150,"George Joe Restaurant, horizontal view, Murray Drive & Grossmont Boulevard, La Mesa, California",1977.0,00152v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00152v.jpg,CA,Restaurant,1970
151,"Sing Hai Chinese Restaurant, Phoenix, Arizona",1979.0,00153v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00153v.jpg,AZ,Restaurant,1970
152,"Chinese Tea Garden, Main Street, Decatur, Illinois",1980.0,00154v.jpg,https://cdn.loc.gov/service/pnp/mrg/00100/00154v.jpg,IL,Other,1980
